feature_vector,video_path,label
[[0.03129713 0.26963466 0.09435111 ... 0.18178438 0.06522532 0.2274096 ]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0011.mp4,normal
[[0.1586249  0.10822845 0.14368811 ... 0.24720488 0.19816048 0.14815557]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0017.mp4,normal
[[0.18561195 0.10934025 0.17967801 ... 0.07465284 0.25185537 0.30390096]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0012.mp4,normal
[[0.         0.18302505 0.19346431 ... 0.14997049 0.05813632 0.1548901 ]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0014.mp4,normal
[[0.1206456  0.14664288 0.27617666 ... 0.18930645 0.10876682 0.08553558]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0003.mp4,normal
[[0.28459102 0.17345493 0.15880255 ... 0.17082226 0.23124662 0.26709127]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0000.mp4,normal
[[0.23951569 0.04464717 0.2694035  ... 0.0968468  0.18670557 0.22435036]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0015.mp4,normal
[[0.1172454  0.18951333 0.38979778 ... 0.07708963 0.14047723 0.15778762]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0009.mp4,normal
[[0.21509285 0.         0.05039078 ... 0.11654492 0.13895546 0.34689632]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0013.mp4,normal
[[0.22157195 0.26447362 0.21785922 ... 0.08071985 0.17733717 0.15862916]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0010.mp4,normal
[[0.15977521 0.22667137 0.04102626 ... 0.02506897 0.28921938 0.31461477]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0001.mp4,normal
[[0.06636671 0.11829716 0.16942462 ... 0.06482535 0.12226295 0.19065678]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0004.mp4,normal
[[0.16875629 0.23881073 0.17053974 ... 0.09750936 0.28792816 0.24631797]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0016.mp4,normal
[[0.10692107 0.39703494 0.23872809 ... 0.         0.27779117 0.13248102]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0005.mp4,normal
[[0.05774899 0.24815606 0.15744264 ... 0.08635379 0.10001085 0.12508842]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0008.mp4,normal
[[0.23580657 0.         0.08271983 ... 0.09711183 0.11057115 0.12566887]],some_videos_sample_clips/crawling baby/fYxrBcSQUm0/clip_0007.mp4,normal
[[0.1039509  0.14073834 0.20111148 ... 0.11447465 0.16158164 0.4491921 ]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0006.mp4,normal
[[0.1809345  0.234724   0.18591051 ... 0.27627847 0.20062204 0.25608227]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0002.mp4,normal
[[0.4119122  0.12793498 0.32518837 ... 0.19786072 0.20531206 0.23266082]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0011.mp4,normal
[[0.21831718 0.13913684 0.23903492 ... 0.05306084 0.1668653  0.1449337 ]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0017.mp4,normal
[[0.2529733  0.18538171 0.13039827 ... 0.19946556 0.20928922 0.33645436]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0012.mp4,normal
[[0.12576246 0.13910873 0.21665001 ... 0.20008121 0.14767586 0.1676336 ]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0014.mp4,normal
[[0.32065544 0.14952627 0.05697083 ... 0.09467199 0.         0.4274839 ]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0003.mp4,normal
[[0.1689113  0.14228705 0.         ... 0.07898254 0.24527068 0.26454315]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0000.mp4,normal
[[0.08018392 0.13634564 0.14244752 ... 0.0661347  0.1084931  0.14101885]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0015.mp4,normal
[[0.15380706 0.25625944 0.15598278 ... 0.23166366 0.17388332 0.25319004]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0009.mp4,normal
[[0.21459405 0.06515393 0.04359056 ... 0.06809377 0.2302872  0.32538983]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0013.mp4,normal
[[0.         0.21272461 0.12745053 ... 0.2301877  0.3909372  0.32432556]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0010.mp4,normal
[[0.         0.         0.26448783 ... 0.13190769 0.04845805 0.27106836]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0001.mp4,normal
[[0.28615424 0.11317819 0.         ... 0.29658273 0.16230796 0.25387952]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0004.mp4,normal
[[0.19123292 0.22629228 0.22524622 ... 0.1155618  0.16597894 0.30744466]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0016.mp4,normal
[[0.0525544  0.13104336 0.1129358  ... 0.16642955 0.         0.25086382]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0005.mp4,normal
[[0.07365975 0.23963133 0.25973845 ... 0.25290093 0.19592069 0.343076  ]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0008.mp4,normal
[[0.16596131 0.07367914 0.1118654  ... 0.22445248 0.2686692  0.48592636]],some_videos_sample_clips/crawling baby/fn4r2rEnSJE/clip_0007.mp4,normal
[[0.07901828 0.26187488 0.0926556  ... 0.2117325  0.7668883  0.19224441]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0006.mp4,normal
[[0.06465801 0.13400644 0.03411274 ... 0.13109618 0.12253459 0.        ]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0002.mp4,normal
[[0.21445084 0.11035603 0.16639034 ... 0.03837782 0.293526   0.19994466]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0011.mp4,normal
[[0.3244021  0.07417255 0.1677086  ... 0.1094266  0.26823816 0.10545395]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0017.mp4,normal
[[0.10356009 0.06497393 0.09045117 ... 0.02806419 0.2627357  0.08304689]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0012.mp4,normal
[[0.21428268 0.16249311 0.08012458 ... 0.14785147 0.29108846 0.11872176]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0014.mp4,normal
[[0.16827822 0.13750516 0.05279989 ... 0.16071044 0.639478   0.09238087]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0003.mp4,normal
[[0.41945964 0.04585062 0.100694   ... 0.08284986 0.36866623 0.13985807]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0000.mp4,normal
[[0.17889515 0.13771771 0.12178209 ... 0.16823073 0.2657884  0.15789203]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0015.mp4,normal
[[0.13544618 0.15773326 0.14887471 ... 0.17257284 0.3410836  0.08620869]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0009.mp4,normal
[[0.0796042  0.06943171 0.1134839  ... 0.1164595  0.351648   0.01929653]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0013.mp4,normal
[[0.18281858 0.20930481 0.05017135 ... 0.17192928 0.27413923 0.22175382]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0010.mp4,normal
[[0.15878308 0.02122269 0.16593893 ... 0.20210277 0.554279   0.15670073]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0001.mp4,normal
[[0.26792893 0.07773151 0.14099233 ... 0.10925587 0.47706732 0.04910784]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0004.mp4,normal
[[0.17287546 0.06652774 0.15129173 ... 0.16130169 0.         0.13509285]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0016.mp4,normal
[[0.22657378 0.         0.11467987 ... 0.21284454 0.27285877 0.10904795]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0005.mp4,normal
[[0.08211516 0.10665577 0.11614185 ... 0.16506457 0.5870514  0.02040605]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0008.mp4,normal
[[0.21943176 0.16989511 0.17433426 ... 0.2955415  0.25753963 0.12128854]],some_videos_sample_clips/crawling baby/4ruSJHzskrQ/clip_0007.mp4,normal
[[0.14498186 0.19077039 0.08213819 ... 0.12768151 0.26633286 0.        ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0006.mp4,normal
[[0.0807815  0.14377385 0.25658092 ... 0.12353837 0.15117462 0.18499963]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0002.mp4,normal
[[0.07866206 0.21304667 0.23152016 ... 0.15738507 0.09130807 0.33693328]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0011.mp4,normal
[[0.05864761 0.         0.26689836 ... 0.         0.1353523  0.38900495]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0017.mp4,normal
[[0.31968617 0.27456972 0.3163971  ... 0.09231877 0.15155344 0.41928107]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0012.mp4,normal
[[0.18679622 0.28151548 0.06751593 ... 0.21005999 0.1210825  0.16455571]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0014.mp4,normal
[[0.         0.19904768 0.10466629 ... 0.07302421 0.2667397  0.5001978 ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0003.mp4,normal
[[0.38456884 0.48946983 0.3321283  ... 0.12003751 0.03317482 0.23791151]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0000.mp4,normal
[[0.09620226 0.13077949 0.18175651 ... 0.02824309 0.2260134  0.05471278]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0015.mp4,normal
[[0.2661244  0.1678777  0.37760648 ... 0.10604583 0.09932917 0.4495314 ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0009.mp4,normal
[[0.30378792 0.13993566 0.08451622 ... 0.1900336  0.07161532 0.81413823]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0013.mp4,normal
[[0.12909622 0.         0.20887995 ... 0.03131157 0.09647226 0.4593349 ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0010.mp4,normal
[[0.24194299 0.11119933 0.22559583 ... 0.         0.1334338  0.1447424 ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0001.mp4,normal
[[0.2004365  0.21564002 0.27050042 ... 0.02457089 0.18952946 0.        ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0004.mp4,normal
[[0.19711278 0.06924783 0.14409624 ... 0.08795511 0.23181708 0.1164121 ]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0016.mp4,normal
[[0.189396   0.0358207  0.16648959 ... 0.12318967 0.25079545 0.11843064]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0005.mp4,normal
[[0.1673445  0.08658887 0.2687134  ... 0.14017598 0.14584425 0.28564912]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0008.mp4,normal
[[0.17633657 0.26679286 0.22793642 ... 0.06351288 0.17203493 0.09027112]],some_videos_sample_clips/crawling baby/A7LIbQWBI9Q/clip_0007.mp4,normal
[[0.18732265 0.15274452 0.16921161 ... 0.         0.19418606 0.05011196]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0006.mp4,normal
[[0.09274504 0.28224102 0.01597103 ... 0.0341902  0.5831572  0.04858914]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0002.mp4,normal
[[0.06927674 0.19456418 0.27780664 ... 0.10702803 0.37371385 0.05232882]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0011.mp4,normal
[[0.10129408 0.11161595 0.05875486 ... 0.10520263 0.339336   0.08102365]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0017.mp4,normal
[[0.08325467 0.2373838  0.2708381  ... 0.2029434  0.30605075 0.05240126]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0012.mp4,normal
[[0.17083609 0.203404   0.21995337 ... 0.09269953 0.530451   0.0855545 ]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0014.mp4,normal
[[0.20599642 0.10953789 0.23529063 ... 0.08675969 0.35053253 0.04597126]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0003.mp4,normal
[[0.24601737 0.29853263 0.08252447 ... 0.07468992 0.1525096  0.04400742]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0000.mp4,normal
[[0.1078516  0.22889046 0.15703905 ... 0.06334098 0.37698576 0.09673133]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0015.mp4,normal
[[0.03442961 0.04370286 0.03745002 ... 0.1510139  0.14662217 0.12310246]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0009.mp4,normal
[[0.16113973 0.10672121 0.15018475 ... 0.11485548 0.2725616  0.0211786 ]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0013.mp4,normal
[[0.02702708 0.17427221 0.27316567 ... 0.0278014  0.42060348 0.04594283]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0010.mp4,normal
[[0.08814678 0.21775499 0.17673515 ... 0.00963141 0.4247585  0.06521847]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0001.mp4,normal
[[0.25743315 0.17436819 0.02466162 ... 0.04458889 0.23039865 0.06586417]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0004.mp4,normal
[[0.11474653 0.14356534 0.22618714 ... 0.02879508 0.10443874 0.09060819]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0016.mp4,normal
[[0.1594566  0.1382835  0.00446279 ... 0.1084845  0.4520429  0.11571597]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0005.mp4,normal
[[0.11899307 0.11813792 0.05465023 ... 0.02945827 0.10189786 0.17471485]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0008.mp4,normal
[[0.20932674 0.30686972 0.15761772 ... 0.10784405 0.24607144 0.02194028]],some_videos_sample_clips/crawling baby/6MLNXhxuAIM/clip_0007.mp4,normal
[[0.01799569 0.27505434 0.06002137 ... 0.17927353 0.31130335 0.14312021]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0006.mp4,normal
[[0.05034971 0.4637135  0.09835039 ... 0.20943618 0.33231312 0.15300508]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0002.mp4,normal
[[0.05614805 0.14432862 0.02872744 ... 0.10569192 0.44341442 0.3178031 ]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0011.mp4,normal
[[0.1101104  0.         0.09240951 ... 0.09458315 0.34359857 0.22649813]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0017.mp4,normal
[[0.1114821  0.27711177 0.09534559 ... 0.0992349  0.2830866  0.13119078]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0012.mp4,normal
[[0.24538036 0.05510164 0.05415455 ... 0.07643046 0.21032552 0.05829957]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0014.mp4,normal
[[0.15802434 0.0712327  0.04535602 ... 0.09902526 0.46301958 0.19936791]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0003.mp4,normal
[[0.11491712 0.16256845 0.05881255 ... 0.03337852 0.25143075 0.14481734]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0000.mp4,normal
[[0.04427279 0.17063017 0.06125963 ... 0.07131239 0.2825049  0.12002229]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0015.mp4,normal
[[0.12489889 0.24027486 0.04232421 ... 0.10684305 0.26860863 0.14946552]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0009.mp4,normal
[[0.05774719 0.16430286 0.03535371 ... 0.13730137 0.3466718  0.08676668]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0013.mp4,normal
[[0.07221819 0.10019135 0.10297871 ... 0.01703445 0.08880242 0.11359357]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0010.mp4,normal
[[0.09087678 0.41826224 0.03536823 ... 0.1422164  0.28412992 0.22587405]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0001.mp4,normal
[[0.12057485 0.         0.04068044 ... 0.10217478 0.178297   0.07731267]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0004.mp4,normal
[[0.13167593 0.19058721 0.09577108 ... 0.05000235 0.16025399 0.12126253]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0016.mp4,normal
[[0.16899031 0.2276812  0.04662272 ... 0.1066957  0.42182222 0.1594233 ]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0005.mp4,normal
[[0.08547648 0.21009476 0.05866877 ... 0.0946301  0.13685425 0.04131732]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0008.mp4,normal
[[0.04648658 0.15377498 0.05308995 ... 0.13817094 0.4611     0.1968724 ]],some_videos_sample_clips/crawling baby/RQW-uUkVp2o/clip_0007.mp4,normal
[[0.19675934 0.1398437  0.18585053 ... 0.09315218 0.02990445 0.11743981]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0006.mp4,normal
[[0.29710665 0.10402551 0.16745503 ... 0.10138167 0.         0.23290305]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0002.mp4,normal
[[0.05821406 0.01714795 0.15570424 ... 0.075073   0.03304035 0.254137  ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0011.mp4,normal
[[0.19299424 0.15342633 0.07411816 ... 0.09112748 0.08498887 0.364067  ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0012.mp4,normal
[[0.11889227 0.02242093 0.08564671 ... 0.08874686 0.09809036 0.        ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0014.mp4,normal
[[0.08073764 0.10157926 0.0767273  ... 0.28982356 0.1513551  0.19110887]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0003.mp4,normal
[[0.17109261 0.05900451 0.09462833 ... 0.22629042 0.17423303 0.13665251]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0000.mp4,normal
[[0.2023063  0.01757578 0.10539712 ... 0.04743745 0.08017283 0.22826159]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0015.mp4,normal
[[0.066166   0.08387368 0.11363333 ... 0.19614878 0.04212439 0.214083  ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0009.mp4,normal
[[0.11133987 0.15419136 0.14719553 ... 0.10206449 0.04368574 0.25106484]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0013.mp4,normal
[[0.2942259  0.04645662 0.07028759 ... 0.10630798 0.14309835 0.06938896]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0010.mp4,normal
[[0.15752628 0.04995386 0.04733286 ... 0.17506431 0.2664847  0.08221115]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0001.mp4,normal
[[0.2772586  0.10302597 0.09436454 ... 0.07846917 0.09039849 0.05117732]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0004.mp4,normal
[[0.1914006  0.09885955 0.11724486 ... 0.0369089  0.10168453 0.158043  ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0016.mp4,normal
[[0.         0.08399373 0.15051849 ... 0.0914725  0.07966752 0.22050528]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0005.mp4,normal
[[0.30414757 0.1263452  0.12929706 ... 0.1064222  0.15478392 0.501623  ]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0008.mp4,normal
[[0.25125462 0.08892443 0.16050132 ... 0.12285357 0.12305702 0.08916458]],some_videos_sample_clips/crawling baby/JlpaAIpXRME/clip_0007.mp4,normal
[[0.41614905 0.4311026  0.19949362 ... 0.09847794 0.29783416 0.22315648]],some_videos_sample_clips/crawling baby/FHFOgbNpzrM/clip_0000.mp4,normal
[[0.33260804 0.09327807 0.10819496 ... 0.03164807 0.1187382  0.13381456]],some_videos_sample_clips/crawling baby/FHFOgbNpzrM/clip_0001.mp4,normal
[[0.20655613 0.16707616 0.19614755 ... 0.17216623 0.05940865 0.10201466]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0006.mp4,normal
[[0.05454564 0.05205647 0.03822705 ... 0.15994003 0.05167171 0.2493596 ]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0002.mp4,normal
[[0.15713175 0.09642967 0.03889851 ... 0.06854268 0.34170863 0.17721494]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0011.mp4,normal
[[0.19726263 0.23766832 0.098987   ... 0.1360005  0.         0.2190508 ]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0017.mp4,normal
[[0.22966032 0.10071367 0.01878229 ... 0.07416034 0.10963153 0.16490728]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0012.mp4,normal
[[0.17388047 0.23969395 0.12836395 ... 0.07182462 0.2337815  0.10555964]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0014.mp4,normal
[[0.08589108 0.         0.09769001 ... 0.18243122 0.18213189 0.12720159]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0003.mp4,normal
[[0.34928134 0.         0.06402814 ... 0.20037262 0.14727452 0.09061828]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0000.mp4,normal
[[0.22127526 0.2499794  0.03701237 ... 0.07191908 0.21601816 0.306686  ]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0015.mp4,normal
[[0.07240161 0.42838866 0.01563191 ... 0.04091426 0.32657892 0.21039541]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0009.mp4,normal
[[0.02676642 0.23919646 0.13169196 ... 0.13348414 0.23009367 0.52723205]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0013.mp4,normal
[[0.17637919 0.19584148 0.03696847 ... 0.10025879 0.03633695 0.2534491 ]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0010.mp4,normal
[[0.17816867 0.13420856 0.05634308 ... 0.17253278 0.19850896 0.22296257]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0001.mp4,normal
[[0.06135147 0.18549642 0.10356625 ... 0.25704822 0.04958098 0.38588163]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0004.mp4,normal
[[0.05206711 0.18224911 0.04924774 ... 0.11447992 0.09147837 0.328738  ]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0016.mp4,normal
[[0.13133846 0.21355836 0.12642257 ... 0.16762732 0.1533979  0.24790075]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0005.mp4,normal
[[0.09596698 0.         0.09163389 ... 0.0790787  0.25642666 0.23350118]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0008.mp4,normal
[[0.07564127 0.01469669 0.03366675 ... 0.04007905 0.31986588 0.18703325]],some_videos_sample_clips/crawling baby/oAhMsk2I4gk/clip_0007.mp4,normal
[[0.008095   0.5718792  0.1153247  ... 0.12447361 0.04147373 0.2010192 ]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0006.mp4,normal
[[0.25130484 0.17274721 0.03894384 ... 0.2462575  0.11681771 0.23994784]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0002.mp4,normal
[[0.34944797 0.29187652 0.13785468 ... 0.22413926 0.07905638 0.2778915 ]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0011.mp4,normal
[[0.         0.10575981 0.12546168 ... 0.19886795 0.14611773 0.2017192 ]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0012.mp4,normal
[[0.13663104 0.3692092  0.15699917 ... 0.21003023 0.12554477 0.35491234]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0014.mp4,normal
[[0.13932754 0.05566082 0.10747736 ... 0.20567392 0.07172043 0.25947544]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0003.mp4,normal
[[0.14784245 0.35659888 0.196718   ... 0.10893036 0.26865497 0.20020679]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0000.mp4,normal
[[0.18937661 0.09312835 0.1837734  ... 0.09162457 0.22119196 0.20029692]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0009.mp4,normal
[[0.11552019 0.49675065 0.09486653 ... 0.16663337 0.20668559 0.40413094]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0013.mp4,normal
[[0.41795537 0.14742075 0.11768587 ... 0.19954322 0.19996808 0.25176302]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0010.mp4,normal
[[0.15164548 0.41738057 0.13531499 ... 0.11833683 0.10802829 0.33672926]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0001.mp4,normal
[[0.13711324 0.3785022  0.06532831 ... 0.15860975 0.03611477 0.16261664]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0004.mp4,normal
[[0.09389097 0.5336291  0.11308628 ... 0.14653471 0.07396852 0.18376786]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0005.mp4,normal
[[0.23196803 0.2248905  0.17838036 ... 0.27838492 0.09183719 0.16065069]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0008.mp4,normal
[[0.24434112 0.27971178 0.07079946 ... 0.08016743 0.12596463 0.3534122 ]],some_videos_sample_clips/crawling baby/gmGWLcGt0eI/clip_0007.mp4,normal
[[0.1261292  0.26778618 0.03477244 ... 0.         0.35600978 0.28217942]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0006.mp4,normal
[[0.         0.10038876 0.05186737 ... 0.2299335  0.31497854 0.28658745]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0002.mp4,normal
[[0.22445682 0.36167303 0.02701333 ... 0.03419963 0.29075226 0.00576585]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0011.mp4,normal
[[0.05878937 0.34812197 0.10799932 ... 0.14301    0.25380823 0.10320665]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0017.mp4,normal
[[0.2504166  0.17425022 0.05599518 ... 0.18905817 0.13821329 0.15468238]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0012.mp4,normal
[[0.13014148 0.09492598 0.0491697  ... 0.08236238 0.15391777 0.05994153]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0014.mp4,normal
[[0.17211877 0.37826654 0.08671414 ... 0.24393807 0.11136547 0.15145293]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0003.mp4,normal
[[0.16684781 0.2254417  0.06881103 ... 0.11243687 0.4269889  0.15118758]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0000.mp4,normal
[[0.07701319 0.         0.08001433 ... 0.03137315 0.12151088 0.18764852]],some_videos_sample_clips/crawling baby/6K4f_DCDJTw/clip_0015.mp4,normal
